Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
53,222,2,114,57,57,57.0,0.0,121,121,121.0,0.0,1603603.604,18018.01802,74.0,45.033321,126,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,40,40,9009.009009,9009.009009,57,121,82.6,35.05424368,1228.8,0,0,0,103.25,114,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,30497,1,61,61,61,61.0,0.0,89,89,89.0,0.0,4918.516575,65.58022101,30497.0,0.0,30497,30497,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,32.7901105,32.7901105,61,89,70.33333333,16.16580754,261.3333333,0,0,0,105.5,61,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,173,2,86,43,43,43.0,0.0,59,59,59.0,0.0,1179190.75144509,23121.387283237,57.6666666667,58.4836159393,120,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,64,64,11560.6936416185,11560.6936416185,43,59,49.4,8.7635609201,76.8,0,0,0,61.75,86,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,60603,4,156,39,39,39.0,0.0,105,105,105.0,0.0,6039.304985,99.00499975,12120.6,17854.5261,39623,3,39630,13210.0,22874.329,39623,3,4,4.0,0.0,4,4,80,40,66.00333317,33.00166658,39,105,57.85714286,32.20470241,1037.142857,0,0,0,67.5,156,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
80,115877796,17,393,381,0,23.11764706,92.22518796,469,0,33.5,125.3455225,7.438871205,0.26752321,3862593.2,4815428.801,10000000,33,116000000,7242362.25,4379268.889,10000000,2181,111000000,8572315.846,3806792.162,11000000,683,352,424,0.146706277,0.120816934,0,469,26.9375,105.0213304,11029.47984,0,1,0,27.80645161,393,8192,30,13,20,41699.36364,131134,32600,9998294.182,10000000,9937548,Normal Traffic
53,35306,4,180,45,45,45.0,0.0,145,145,145.0,0.0,13312.1848977511,169.9427859287,7061.2,14035.2285766923,32041,1,32043,10681.0,18498.3026248356,32041,1,3,3.0,0.0,3,3,80,40,113.2951906192,56.6475953096,45,145,73.5714285714,48.7950036474,2380.9523809524,0,0,0,85.8333333333,180,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,23767,2,78,39,39,39.0,0.0,67,67,67.0,0.0,8919.930997,168.3005848,7922.333333,13638.74541,23671,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,40,40,84.15029242,84.15029242,39,67,50.2,15.33623161,235.2,0,0,0,62.75,78,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
57648,1,2,12,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,4841,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,145,2,88,44,44,44.0,0.0,100,100,100.0,0.0,1986206.897,27586.2069,48.33333333,76.7875858,137,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,64,64,13793.10345,13793.10345,44,100,66.4,30.67246322,940.8,0,0,0,83.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,33449,2,86,43,43,43.0,0.0,105,105,105.0,0.0,8849.292953,119.5850399,11149.66667,19267.635,33398,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,40,40,59.79251996,59.79251996,43,105,67.8,33.95879857,1153.2,0,0,0,84.75,86,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
50002,42,2,4,2,2,2.0,0.0,6,6,6.0,0.0,380952.381,95238.09524,14.0,18.1934054,35,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,48,40,47619.04762,47619.04762,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
4809,33,1,6,6,6,6.0,0.0,6,6,6.0,0.0,363636.363636364,60606.0606060606,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,30303.0303030303,30303.0303030303,6,6,6.0,0.0,0.0,0,0,1,9.0,6,29,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,70419885,8,56,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,165.5356296,0.170406413,6401807.727,17900000.0,59300000,1,70400000,10100000.0,22100000.0,59300000,1,45832,15277.33333,25788.14878,45054,186,172,92,0.113604275,0.056802138,0,8760,897.1538462,2488.507044,6192667.308,0,0,1,971.9166667,56,256,229,6,20,1011.0,1011,1011,35200000.0,59300000,11100000,DDoS
40516,48,2,31,31,0,15.5,21.92031022,0,0,0.0,0.0,645833.3333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,64,0,41666.66667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,31.0,31,110,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
59952,55,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.6363636364,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,18181.8181818182,18181.8181818182,0,0,0.0,0.0,0.0,0,0,1,0.0,0,126,420,0,32,0.0,0,0,0.0,0,0,Normal Traffic
6001,73,1,0,0,0,0.0,0.0,6,6,6.0,0.0,82191.78082,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,13698.63014,13698.63014,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
53,639,1,60,60,60,60.0,0.0,76,76,76.0,0.0,212832.55086072,3129.8904538341,639.0,0.0,639,639,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,1564.9452269171,1564.9452269171,60,76,65.3333333333,9.237604307,85.3333333333,0,0,0,98.0,60,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,226880,13,1236,709,0,95.07692308,199.430214,1400,0,493.0,625.3548326,20658.49788,88.15232722,11941.05263,21069.71625,74310,1,226880,18906.66667,32637.65612,109725,1,191421,31903.5,28439.28716,74895,213,284,148,57.29901269,30.85331453,0,1400,223.1904762,424.0545506,179822.2619,0,1,0,234.35,1236,65535,14180,12,20,0.0,0,0,0.0,0,0,Normal Traffic
53,23771,2,44,22,22,22.0,0.0,54,54,54.0,0.0,6394.346052,168.2722645,7923.666667,13679.17926,23719,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,64,64,84.13613226,84.13613226,22,54,34.8,17.52712184,307.2,0,0,0,43.5,44,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,47486,1,49,49,49,49.0,0.0,104,104,104.0,0.0,3222.0022743546,42.1176767889,47486.0,0.0,47486,47486,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,21.0588383945,21.0588383945,49,104,67.3333333333,31.7542648054,1008.3333333333,0,0,0,101.0,49,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,18061,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,110.7358397,18061.0,0.0,18061,18061,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,55.36791983,55.36791983,0,0,0.0,0.0,0.0,1,0,1,0.0,0,0,0,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,63135,6,121,121,0,20.16666667,49.39804315,1338,0,777.5,671.0238446,51176.05132,158.39075,7015.0,12310.99166,28759,48,63135,12627.0,14878.74721,28927,56,29305,9768.333333,16692.55733,29043,48,204,136,95.03444999,63.35629999,0,1338,293.7272727,532.3957346,283445.2182,0,1,0,323.1,121,65535,4050,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,23720,1,44,44,44,44.0,0.0,60,60,60.0,0.0,4384.485666,84.31703204,23720.0,0.0,23720,23720,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,42.15851602,42.15851602,44,60,49.33333333,9.237604307,85.33333333,0,0,0,74.0,44,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,165,2,64,32,32,32.0,0.0,79,79,79.0,0.0,1345454.545,24242.42424,55.0,93.53074361,163,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,40,40,12121.21212,12121.21212,32,79,50.8,25.7429602,662.7,0,0,0,63.5,64,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,227689,1,47,47,47,47.0,0.0,47,47,47.0,0.0,412.8438352,8.783911388,227689.0,0.0,227689,227689,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,4.391955694,4.391955694,47,47,47.0,0.0,0.0,0,0,0,70.5,47,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,61398,4,136,34,34,34.0,0.0,50,50,50.0,0.0,5472.490961,130.2974038,8771.142857,18244.35583,48795,3,61242,20414.0,35352.88903,61236,3,12600,4200.0,7229.616657,12548,3,80,80,65.14870191,65.14870191,34,50,41.11111111,8.432740427,71.11111111,0,0,0,46.25,136,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
4279,50,2,4,2,2,2.0,0.0,6,6,6.0,0.0,320000.0,80000.0,16.66666667,27.13546265,48,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,48,40,40000.0,40000.0,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
53,103689,2,76,38,38,38.0,0.0,126,126,126.0,0.0,3163.305654,38.57689822,34563.0,59861.40796,103685,2,2,2.0,0.0,2,2,2,2.0,0.0,2,2,40,64,19.28844911,19.28844911,38,126,73.2,48.19958506,2323.2,0,0,0,91.5,76,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5396751,7,617,517,0,88.14285714,189.9889721,137,0,37.25,66.5601232,141.9372508,2.038263392,539675.1,1557333.07,4961682,3,5396751,899458.5,2014674.701,5002844,3,432781,144260.3333,247874.8667,430481,653,152,92,1.297076704,0.741186688,0,517,63.83333333,147.9876121,21900.33333,0,1,0,69.63636364,617,8192,237,6,20,0.0,0,0,0.0,0,0,Normal Traffic
53,335,2,84,42,42,42.0,0.0,114,114,114.0,0.0,931343.2836,11940.29851,111.6666667,191.6802894,333,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,64,64,5970.149254,5970.149254,42,114,70.8,39.43602414,1555.2,0,0,0,88.5,84,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
123,36623,1,48,48,48,48.0,0.0,48,48,48.0,0.0,2621.303552,54.61049068,36623.0,0.0,36623,36623,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,27.30524534,27.30524534,48,48,48.0,0.0,0.0,0,0,0,72.0,48,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
39093,3812360,1,6,6,6,6.0,0.0,6,6,6.0,0.0,9.442969709,1.573828285,762472.0,1689510.116,3784699,275,0,0.0,0.0,0,0,3786927,946731.75,1891978.208,3784699,275,20,100,0.262304714,1.311523571,6,6,6.0,0.0,0.0,0,0,1,7.0,6,229,0,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,288731,1,49,49,49,49.0,0.0,104,104,104.0,0.0,529.9049981,6.92686272,288731.0,0.0,288731,288731,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,3.46343136,3.46343136,49,104,67.33333333,31.75426481,1008.333333,0,0,0,101.0,49,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,90064656,3,18,6,6,6.0,0.0,0,0,0.0,0.0,0.1998564231,0.0666188077,18012931.2,24633622.4254823,44999851,22938,90041502,45020751.0,2882.1672401164,45022789,45018713,90041718,45020859.0,3013.6891014171,45022990,45018728,60,96,0.0333094039,0.0333094039,0,6,3.4285714286,3.2071349029,10.2857142857,0,0,1,4.0,18,253,1403,2,20,23038.5,23139,22938,44997712.5,44999851,44995574,Normal Traffic
80,55600,5,1058,1058,0,211.6,473.151984039,124,0,41.3333333333,71.5914333795,21258.9928057554,143.8848920863,7942.8571428572,10933.6737258278,23967,20,55600,13900.0,14564.3116784374,29161,477,31620,15810.0,15041.5754494002,26446,5174,172,104,89.928057554,53.9568345324,0,1058,131.3333333333,349.9114173616,122438.0,0,1,0,147.75,1058,65535,972,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,259,2,182,91,91,91.0,0.0,181,181,181.0,0.0,2100386.1003861,15444.0154440154,86.3333333333,145.2044535589,254,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,64,80,7722.0077220077,7722.0077220077,91,181,127.0,49.2950301755,2430.0,0,0,0,158.75,182,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
1043,104,2,4,2,2,2.0,0.0,6,6,6.0,0.0,153846.1538,38461.53846,34.66666667,23.96525262,49,7,48,48.0,0.0,48,48,49,49.0,0.0,49,49,48,40,19230.76923,19230.76923,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
443,120215,1,0,0,0,0.0,0.0,6,6,6.0,0.0,49.91057688,16.63685896,120215.0,0.0,120215,120215,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,8.318429481,8.318429481,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Normal Traffic
443,116897613,16,837,213,0,52.3125,73.69189802,1430,0,388.4,557.2001179,56.99859757,0.265189333,3896587.1,14800000.0,58300000,1,117000000,7793174.2,20500000.0,58400000,3,117000000,8343146.5,21200000.0,58400000,1,332,312,0.136871914,0.128317419,0,1430,208.21875,415.3237163,172493.7893,0,1,0,214.9354839,837,8192,360,8,20,135105.5,183446,86765,58300000.0,58300000,58200000,Normal Traffic
55674,4960935,1,6,6,6,6.0,0.0,6,6,6.0,0.0,8.466145999,1.411024333,826822.5,2006185.325,4921842,1,0,0.0,0.0,0,0,4955843,991168.6,2197362.542,4921842,1,20,120,0.201574905,1.209449428,6,6,6.0,0.0,0.0,0,0,1,6.857142857,6,229,0,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,247,2,80,40,40,40.0,0.0,147,147,147.0,0.0,1514170.04,16194.33198,82.33333333,100.0216643,195,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,40,40,8097.165992,8097.165992,40,147,82.8,58.60631365,3434.7,0,0,0,103.5,80,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,31816,2,70,35,35,35.0,0.0,99,99,99.0,0.0,8423.43475,125.7229067,10605.33333,18364.6461,31811,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,88,64,62.86145336,62.86145336,35,99,60.6,35.05424368,1228.8,0,0,0,75.75,70,-1,-1,1,44,0.0,0,0,0.0,0,0,Normal Traffic
19668,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,11256,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,442180,7,571,373,0,81.57142857,138.2737106,1448,0,438.5,639.9254421,9224.750102,33.92283685,31584.28571,62224.41132,146544,1,294690,49115.0,75564.79895,146683,22,295636,42233.71429,71651.02811,147477,1,236,264,15.8306572,18.09217966,0,1448,254.9375,484.8501444,235079.6625,0,1,0,271.9333333,571,65535,243,4,32,0.0,0,0,0.0,0,0,Normal Traffic
53,1068,2,68,34,34,34.0,0.0,211,211,211.0,0.0,458801.4981,3745.318352,356.0,610.5481144,1061,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,80,80,1872.659176,1872.659176,34,211,104.8,96.94689268,9398.7,0,0,0,131.0,68,-1,-1,1,40,0.0,0,0,0.0,0,0,Normal Traffic
443,95639,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20.9119710578,95639.0,0.0,95639,95639,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,10.4559855289,10.4559855289,0,0,0.0,0.0,0.0,0,0,1,0.0,0,304,254,0,32,0.0,0,0,0.0,0,0,Normal Traffic
34655,49,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,64,0,40816.32653,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,227,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
59219,5710,4,49,31,6,12.25,12.5,6,6,6.0,0.0,9632.224168,875.6567426,1427.5,2673.355008,5435,23,5710,1903.333333,3059.793185,5435,49,0,0.0,0.0,0,0,80,20,700.525394,175.1313485,6,31,10.16666667,10.20620726,104.1666667,0,0,1,12.2,49,127,0,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,118615526,14,646,185,0,46.14285714,63.72399276,1460,0,301.0666667,529.0697317,43.51875487,0.244487387,4236268.786,15400000.0,58800000,3,119000000,9124271.231,22100000.0,58900000,269,118000000,8452516.286,21400000.0,59100000,3,292,312,0.118028394,0.126458993,0,1460,172.0666667,392.7275912,154234.9609,0,1,0,178.0,646,8192,123,13,20,366953.0,450087,283819,58800000.0,58800000,58800000,Normal Traffic
80,7943790,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.021227903,0.503537984,2647930.0,4585484.162,7942791,3,7943790,2647930.0,4585484.162,7942791,3,0,0.0,0.0,0,0,80,0,0.503537984,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,999.0,999,999,7942791.0,7942791,7942791,DDoS
80,100635834,5,309,297,0,61.8,131.5150182,5792,0,1656.428571,2277.23252,118.2878854,0.11924182,9148712.182,30300000.0,100000000,24,101000000,25100000.0,50200000.0,100000000,997,101000000,16800000.0,41000000.0,100000000,66,144,232,0.049684092,0.069557728,0,5792,916.1538462,1814.247817,3291495.141,1,0,0,992.5,309,0,235,2,20,11948.0,11948,11948,100000000.0,100000000,100000000,DoS
60639,54,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,18518.51852,18518.51852,0,0,0.0,0.0,0.0,0,0,1,0.0,0,349,317,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,69530,4,196,49,49,49.0,0.0,164,164,164.0,0.0,7536.3152596002,86.2936861786,13906.0,19296.3494993224,39219,3,30308,10102.6666666667,17492.2697879187,30301,3,3,3.0,0.0,3,3,128,64,57.5291241191,28.7645620595,49,164,81.8571428571,56.1142541945,3148.8095238095,0,0,0,95.5,196,-1,-1,3,32,0.0,0,0,0.0,0,0,Normal Traffic
80,61007892,10,2018,1448,0,201.8,473.0951983128,1038,0,103.8,328.2444211255,50.0918799161,0.3278264392,3210941.68421053,4703043.80089252,10019487,48,51205238,5689470.88888889,5307449.25476743,10207910,48,60819200,6757688.88888889,5023524.42713115,10208160,1763,328,328,0.1639132196,0.1639132196,0,1448,145.5238095238,390.7894086394,152716.361904762,0,1,0,152.8,2018,29200,136,2,32,227559.8,383247,188420,10013487.8,10019487,9998346,Normal Traffic
53,30440,1,39,39,39,39.0,0.0,71,71,71.0,0.0,3613.666229,65.70302234,30440.0,0.0,30440,30440,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,32.85151117,32.85151117,39,71,49.66666667,18.47520861,341.3333333,0,0,0,74.5,39,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,50865,4,132,33,33,33.0,0.0,49,49,49.0,0.0,4521.773322,117.959304,10173.0,14437.79235,30817,3,30823,10274.33333,17790.47119,30817,3,3,3.0,0.0,3,3,104,40,78.63953603,39.31976801,33,49,37.57142857,7.807200584,60.95238095,0,0,0,43.83333333,132,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
80,47503,3,443,437,0,147.6666667,250.5879752,860,0,218.0,428.0093457,27682.46216,147.3591142,7917.166667,11954.7267,23358,2,23873,11936.5,16432.45449,23556,317,24145,8048.333333,13691.44333,23857,2,72,92,63.15390607,84.20520809,0,860,164.375,319.4915324,102074.8393,0,1,0,187.8571429,443,8192,31,2,20,0.0,0,0,0.0,0,0,Normal Traffic
53,48764,2,74,37,37,37.0,0.0,53,53,53.0,0.0,3691.247642,82.02772537,16254.66667,28148.71237,48758,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,40,41.01386269,41.01386269,37,53,43.4,8.76356092,76.8,0,0,0,54.25,74,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
3656,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,123,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,73571786,11,432,432,0,39.27272727,130.2529009,1774,0,161.2727273,534.8811253,29.98432035,0.299027673,3503418.381,4771435.817,10000000,3,70300000,7034004.0,4841509.676,10000000,6118,73500000,7354822.3,4417126.034,10100000,861,360,360,0.149513837,0.149513837,0,1774,95.91304348,376.7152183,141914.3557,0,1,0,100.2727273,432,29200,939,1,32,28576.14286,54088,23332,10000000.0,10000000,9998456,Normal Traffic
80,357,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8403.361345,178.5,248.1944802,354,3,357,178.5,248.1944802,354,3,0,0.0,0.0,0,0,96,0,8403.361345,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,65448,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,131546,1,49,49,49,49.0,0.0,148,148,148.0,0.0,1497.574993,15.20380703,131546.0,0.0,131546,131546,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,7.601903517,7.601903517,49,148,82.0,57.15767665,3267.0,0,0,0,123.0,49,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,350489,4,724,362,0,181.0,209.0007974,5792,0,1932.5,2181.008184,35148.03603,28.5315659,38943.22222,75912.59624,203972,8,216000,72000.0,114448.8035,203972,8,350410,70082.0,100115.4413,215977,19,136,200,11.41262636,17.11893954,0,5792,1119.909091,1807.131675,3265724.891,0,1,0,1231.9,724,29200,235,2,32,0.0,0,0,0.0,0,0,DoS
443,214428,7,376,201,0,53.71428571,78.68653906,2042,0,877.0,1036.803421,18113.3061,51.29927062,21442.8,35050.60025,86060,46,214428,35738.0,41555.54568,89422,471,89929,29976.33333,48963.23825,86481,46,152,92,32.64499039,18.65428022,0,2042,323.6666667,681.0169312,463784.0606,0,1,0,353.0909091,376,8192,60,6,20,0.0,0,0,0.0,0,0,Normal Traffic
34304,7,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,428571.4286,3.5,0.707106781,4,3,0,0.0,0.0,0,0,3,3.0,0.0,3,3,32,64,142857.1429,285714.2857,0,0,0.0,0.0,0.0,0,0,1,0.0,0,235,274,0,32,0.0,0,0,0.0,0,0,Normal Traffic
55551,53864,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,55.6958265261,26932.0,38077.7001668956,53857,7,53864,53864.0,0.0,53864,53864,0,0.0,0.0,0,0,76,32,37.1305510174,18.5652755087,0,0,0.0,0.0,0.0,0,0,1,0.0,0,357,32832,0,32,0.0,0,0,0.0,0,0,Normal Traffic
7435,66,1,2,2,2,2.0,0.0,6,6,6.0,0.0,121212.1212,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,15151.51515,15151.51515,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
53,202,2,68,34,34,34.0,0.0,66,66,66.0,0.0,990099.00990099,19801.9801980198,67.3333333333,110.5637071255,195,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,64,64,9900.9900990099,9900.9900990099,34,66,46.8,17.5271218402,307.2,0,0,0,58.5,68,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,1119,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2680.965147,559.5,787.0098475,1116,3,1119,559.5,787.0098475,1116,3,0,0.0,0.0,0,0,60,0,2680.965147,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,427,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,118234879,17,837,204,0,49.23529412,72.37793985,2123,0,560.2777778,719.7869624,92.3754487,0.29602094,3477496.441,14100000.0,59000000,1,118000000,7389679.938,20100000.0,59000000,4,118000000,6951332.294,19600000.0,59000000,1,352,372,0.143781599,0.15223934,0,2123,303.3888889,567.435347,321982.873,0,1,0,312.0571429,837,8192,360,8,20,217288.5,377691,56886,58900000.0,59000000,58800000,Normal Traffic
80,115790934,37,1603,412,0,43.32432432,126.3232305,2896,0,1080.609756,999.7364372,396.4731816,0.673627868,1503778.364,3541668.252,10000000,2,116000000,3216414.833,4659632.55,10000000,2,111000000,2774529.15,4534311.923,10000000,47,1192,1328,0.319541425,0.354086443,0,2896,581.1139241,890.2713212,792583.0253,0,1,0,588.5641026,1603,29200,1039,4,32,69218.54545,526487,23139,10000000.0,10000000,9999268,Normal Traffic
443,116962889,7,507,351,6,72.42857143,124.4559589,456,6,124.1428571,171.0968815,11.76441529,0.119696086,8997145.308,21900000.0,58700000,4,117000000,19500000.0,30100000.0,58800000,479,117000000,19500000.0,30100000.0,58700000,4,140,140,0.059848043,0.059848043,6,456,115.1333333,155.2757302,24110.55238,0,0,1,123.3571429,507,255,369,6,20,108300.0,129014,87586,58300000.0,58700000,58000000,Normal Traffic
64182,100,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30000.0,50.0,65.0538238692,96,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,64,32,20000.0,10000.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,357,32832,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,135447,1,56,56,56,56.0,0.0,249,249,249.0,0.0,2251.803288,14.7659232,135447.0,0.0,135447,135447,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,7.382961601,7.382961601,56,249,120.3333333,111.428602,12416.33333,0,0,0,180.5,56,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,262,2,64,32,32,32.0,0.0,124,124,124.0,0.0,1190839.695,15267.17557,87.33333333,145.2044536,255,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,7633.587786,7633.587786,32,124,68.8,50.39047529,2539.2,0,0,0,86.0,64,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
